! MS46522B
! 1629104/M1: 82820001
! 9/7/2022 4:41:57 PM
! D:\MESURE_MONTURE_07092022\LIGNE_25MM_VIDE.S2P
! CHANNEL.1
! TR.MEASUREMENT
! CORRECTED.DATA
# GHZ S RI R 50.0
! FREQ.GHZ         S11RE         S11IM         S21RE         S21IM         S12RE         S12IM         S22RE         S22IM         
!; PortSelection: Port_12
   0.003261636     0.0000360    0.0025056     1.0010510   -0.0034232     0.9990109   -0.0032340    -0.0002265    0.0025061 
   0.003281887     0.0000461    0.0025306     1.0011420   -0.0034526     0.9989680   -0.0032442    -0.0002262    0.0025010 
   0.003302264     0.0000382    0.0025602     1.0010710   -0.0034452     0.9989780   -0.0032622    -0.0002358    0.0025287 
   0.003322767     0.0000402    0.0025629     1.0011690   -0.0035391     0.9989755   -0.0032930    -0.0002112    0.0025425 
   0.003343398     0.0000509    0.0025595     1.0010290   -0.0034882     0.9990598   -0.0033010    -0.0002191    0.0025694 
   0.003364156     0.0000568    0.0025936     1.0010780   -0.0035461     0.9989766   -0.0032680    -0.0002180    0.0025855 
   0.003385044     0.0000492    0.0026102     1.0011750   -0.0036470     0.9989074   -0.0033880    -0.0002206    0.0026022 
   0.003406061     0.0000451    0.0026320     1.0011300   -0.0035639     0.9990491   -0.0033811    -0.0002277    0.0026078 
   0.003427209     0.0000580    0.0026787     1.0011450   -0.0036442     0.9990686   -0.0033649    -0.0002097    0.0026258 
   0.003448488     0.0000583    0.0026641     1.0010500   -0.0036408     0.9990630   -0.0034330    -0.0002185    0.0026353 
   0.003469899     0.0000539    0.0026988     1.0010730   -0.0037516     0.9990081   -0.0034790    -0.0002181    0.0026447 
   0.003491444     0.0000509    0.0027119     1.0011030   -0.0037101     0.9990433   -0.0034500    -0.0002109    0.0026632 
   0.003513122     0.0000733    0.0027270     1.0010530   -0.0036468     0.9989895   -0.0035030    -0.0002185    0.0026892 
   0.003534934     0.0000680    0.0027423     1.0011160   -0.0037538     0.9990263   -0.0035649    -0.0002065    0.0027054 
   0.003556882     0.0000733    0.0027628     1.0010820   -0.0036810     0.9990209   -0.0035701    -0.0002055    0.0027181 
   0.003578966     0.0000853    0.0027670     1.0011460   -0.0037917     0.9990566   -0.0035582    -0.0002087    0.0027268 
   0.003601188     0.0000806    0.0027955     1.0010420   -0.0038670     0.9987181   -0.0032347    -0.0002023    0.0027817 
   0.003623547     0.0001002    0.0027831     1.0012780   -0.0038996     0.9988668   -0.0035533    -0.0002031    0.0027667 
   0.003646045     0.0000984    0.0028210     1.0010790   -0.0038670     0.9990398   -0.0036581    -0.0002015    0.0027725 
   0.003668683     0.0000690    0.0028011     1.0010910   -0.0040271     0.9991282   -0.0040230    -0.0002138    0.0027813 
   0.003691461     0.0000897    0.0028093     1.0012570   -0.0042007     0.9990617   -0.0038094    -0.0001994    0.0028010 
